hex-least-square
trio
multiplier=1
start=lin//strong
fit=poli(3,1)
measures
2.517	60	0.12
2.568	60	0.3
2.624	60	0.6
2.711	60	1.2
2.854	60	2.4
2.507	70	0.12
2.557	70	0.3
2.613	70	0.6
2.700	70	1.2
2.838	70	2.4
2.496	80	0.12
2.547	80	0.3
2.602	80	0.6
2.686	80	1.2
2.824	80	2.4
end
